hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
TOR,BOS,0.1457142865929797,0.8542857134070203,5.5,,,2024-09-23T23:07:00.0000000Z
HOU,SEA,0.5587970455345277,0.44120295446547225,5.5,,,2024-09-24T00:10:00.0000000Z
ARI,SF,0.630940342760865,0.36905965723913503,8.5,Eduardo Rodriguez,Hayden Birdsong,2024-09-24T01:40:00.0000000Z
DET,TB,0.6224665504181792,0.3775334495818207,7.0,Tarik Skubal,Ryan Pepiot,2024-09-24T22:40:00.0000000Z
CLE,CIN,0.5996387716075958,0.4003612283924042,7.5,Tanner Bibee,Jakob Junis,2024-09-24T22:40:00.0000000Z
PIT,MIL,0.43650793764630424,0.5634920623536958,8.0,Bailey Falter,Tobias Myers,2024-09-24T22:40:00.0000000Z
WAS,KC,0.40036122839240407,0.5996387716075959,8.0,Mitchell Parker,Cole Ragans,2024-09-24T22:45:00.0000000Z
NYY,BAL,0.5933697527596193,0.4066302472403806,8.5,Clarke Schmidt,Dean Kremer,2024-09-24T23:05:00.0000000Z
TOR,BOS,0.5427435386594943,0.4572564613405057,8.0,Bowden Francis,Brayan Bello,2024-09-24T23:07:00.0000000Z
ATL,NYM,0.5634920623536956,0.4365079376463043,8.0,Spencer Schwellenbach,Luis Severino,2024-09-24T23:20:00.0000000Z
MIN,MIA,0.6805555548308899,0.3194444451691101,8.0,Bailey Ober,Ryan Weathers,2024-09-24T23:40:00.0000000Z
CWS,LAA,0.47391341595118586,0.5260865840488141,8.0,Jonathan Cannon,Jack Kochanowicz,2024-09-24T23:40:00.0000000Z
COL,STL,0.4572564613405057,0.5427435386594943,10.5,Ryan Feltner,Michael McGreevy,2024-09-25T00:40:00.0000000Z
ARI,SF,0.5514411134008372,0.4485588865991628,8.5,Brandon Pfaadt,Logan Webb,2024-09-25T01:40:00.0000000Z
OAK,TEX,0.4782608704725898,0.5217391295274102,7.5,Mitch Spence,Nathan Eovaldi,2024-09-25T01:40:00.0000000Z
LAD,SD,0.5108342368128271,0.48916576318717286,8.0,Landon Knack,Michael King,2024-09-25T02:10:00.0000000Z
